,State,AgencyType,AgencyName,Population,DrugNarcoticOffenses,DrugNarcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,WeaponLawViolations
1122,KENTUCKY,Cities,Edmonton,1595.0,340.0,230.0,110.0,,,,,,4.0,,,,19.0
1123,KENTUCKY,Cities,Elizabethtown,29118.0,22.0,17.0,5.0,,,,,,,,,,
1124,KENTUCKY,Cities,Elkton,2067.0,40.0,24.0,16.0,,,,,,,,,,2.0
1125,KENTUCKY,Cities,Elsmere,8509.0,10.0,8.0,2.0,,,,,,,,,,
1126,KENTUCKY,Cities,Eminence,2508.0,88.0,63.0,25.0,,,,,,1.0,2.0,1.0,1.0,3.0
1127,KENTUCKY,Cities,Erlanger,22034.0,29.0,25.0,4.0,,,,,,,,,,1.0
1128,KENTUCKY,Cities,Evarts,959.0,36.0,21.0,15.0,,,,,,,,,,
1129,KENTUCKY,Cities,Falmouth,2152.0,,,,,,,,,,,,,
1130,KENTUCKY,Cities,Ferguson,934.0,10.0,6.0,4.0,,,,,,,,,,4.0
1131,KENTUCKY,Cities,Flatwoods,7431.0,44.0,30.0,14.0,,,,,,,,,,1.0
1132,KENTUCKY,Cities,Flemingsburg,2693.0,174.0,113.0,61.0,,,,,,1.0,,,,9.0
1133,KENTUCKY,Cities,Florence,30765.0,40.0,27.0,13.0,,,,,,,,,,
1134,KENTUCKY,Cities,Fort Mitchell,8264.0,137.0,85.0,52.0,,,,,,1.0,,,,4.0
1135,KENTUCKY,Cities,Fort Thomas,16478.0,61.0,28.0,33.0,,,,,,,,,,
1136,KENTUCKY,Cities,Fort Wright,5764.0,357.0,259.0,98.0,,,,,,1.0,,,,16.0
1137,KENTUCKY,Cities,Frankfort,25648.0,107.0,67.0,40.0,,,,,,1.0,,,,7.0
1138,KENTUCKY,Cities,Franklin,8453.0,21.0,20.0,1.0,,,,,,,,,,2.0
1139,KENTUCKY,Cities,Fulton,2428.0,,,,,,,,,,,,,
1140,KENTUCKY,Cities,Gamaliel,377.0,64.0,52.0,12.0,,,,,,,,,,2.0
1141,KENTUCKY,Cities,Georgetown,29765.0,200.0,125.0,75.0,,,,,,5.0,,,,6.0
1142,KENTUCKY,Cities,Glasgow,14095.0,,,,,,,,,,,,,
1143,KENTUCKY,Cities,Graymoor-Devondale,2897.0,7.0,5.0,2.0,,,,,,,,,,
1144,KENTUCKY,Cities,Grayson,4210.0,33.0,29.0,4.0,,,,,,,,,,3.0
1145,KENTUCKY,Cities,Greensburg,2162.0,1.0,1.0,,,,,,,,,,,
1146,KENTUCKY,Cities,Greenup,1190.0,8.0,6.0,2.0,,,,,,1.0,,,,
1147,KENTUCKY,Cities,Greenville,4294.0,11.0,7.0,4.0,,,,,,,,,,
1148,KENTUCKY,Cities,Guthrie,1423.0,2.0,1.0,1.0,,,,,,,,,,1.0
1149,KENTUCKY,Cities,Hardinsburg,2369.0,78.0,58.0,20.0,,,,,,,,,,3.0
1150,KENTUCKY,Cities,Harlan,1735.0,53.0,36.0,17.0,1.0,,1.0,,,1.0,,,,1.0
1151,KENTUCKY,Cities,Harrodsburg,8342.0,9.0,6.0,3.0,,,,,,,,,,1.0
1152,KENTUCKY,Cities,Hartford,2707.0,,,,,,,,,,,,,
1153,KENTUCKY,Cities,Hawesville,947.0,104.0,73.0,31.0,1.0,,1.0,,,1.0,,,,6.0
1154,KENTUCKY,Cities,Hazard,4474.0,304.0,215.0,89.0,,,,,,5.0,,,,18.0
1155,KENTUCKY,Cities,Henderson,28926.0,,,,,,,,,,,,,
1156,KENTUCKY,Cities,Heritage Creek,1087.0,129.0,74.0,55.0,,,,,,,,,,1.0
1157,KENTUCKY,Cities,Highland Heights,6978.0,7.0,4.0,3.0,,,,,,,,,,
1158,KENTUCKY,Cities,Hillview,8279.0,5.0,3.0,2.0,,,,,,,,,,1.0
1159,KENTUCKY,Cities,Hodgenville,3239.0,483.0,311.0,172.0,,,,,,4.0,,,,62.0
1160,KENTUCKY,Cities,Hopkinsville,31499.0,1.0,,1.0,,,,,,,,,,
1161,KENTUCKY,Cities,Horse Cave,2321.0,,,,,,,,,,,,,
1162,KENTUCKY,Cities,Hurstbourne Acres,1831.0,103.0,68.0,35.0,,,,,,2.0,,,,3.0
1163,KENTUCKY,Cities,Independence,24927.0,1.0,1.0,,,,,,,,,,,
1164,KENTUCKY,Cities,Indian Hills,2898.0,,,,,,,,,,,,,
1165,KENTUCKY,Cities,Inez,708.0,18.0,13.0,5.0,,,,,,,,,,
1166,KENTUCKY,Cities,Irvine,2720.0,3.0,2.0,1.0,,,,,,,,,,
1167,KENTUCKY,Cities,Irvington,1195.0,1.0,1.0,,,,,,,,,,,
1168,KENTUCKY,Cities,Jackson,2231.0,8.0,7.0,1.0,,,,,,,,,,1.0
1169,KENTUCKY,Cities,Jamestown,1804.0,59.0,38.0,21.0,,,,,,2.0,,,,7.0
1170,KENTUCKY,Cities,Jeffersontown,26874.0,,,,,,,,,,,,,
1171,KENTUCKY,Cities,Jenkins,2203.0,,,,,,,,,,,,,
1172,KENTUCKY,Cities,La Center,1012.0,11.0,6.0,5.0,,,,,,,,,,1.0
1173,KENTUCKY,Cities,La Grange,8149.0,1.0,1.0,,,,,,,,,,,1.0
1174,KENTUCKY,Cities,Lakeside Park-Crestview Hills,5856.0,56.0,40.0,16.0,,,,,,,,,,5.0
1175,KENTUCKY,Cities,Lancaster,3445.0,69.0,48.0,21.0,,,,,,1.0,,,,2.0
1176,KENTUCKY,Cities,Lawrenceburg,10642.0,48.0,30.0,18.0,,,,,,,,,,3.0
1177,KENTUCKY,Cities,Lebanon,5601.0,,,,,,,,,,,,,
1178,KENTUCKY,Cities,Lebanon Junction,1837.0,26.0,18.0,8.0,,,,,,,,,,3.0
1179,KENTUCKY,Cities,Leitchfield,6766.0,1.0,1.0,,,,,,,,,,,
1180,KENTUCKY,Cities,Lewisburg,811.0,19.0,10.0,9.0,,,,,,,,,,
1181,KENTUCKY,Cities,Lewisport,1677.0,2235.0,1389.0,846.0,,,,,,12.0,143.0,139.0,4.0,218.0
1182,KENTUCKY,Cities,Lexington,302332.0,2.0,1.0,1.0,,,,,,,,,,
1183,KENTUCKY,Cities,Liberty,2168.0,106.0,85.0,21.0,,,,,,,,,,3.0
1184,KENTUCKY,Cities,London,8078.0,31.0,14.0,17.0,,,,,,,,,,
1185,KENTUCKY,Cities,Louisa,2500.0,,,,,,,,,,,,,
1186,KENTUCKY,Cities,Louisville Metro,666200.0,29.0,26.0,3.0,,,,,,,,,,1.0
1187,KENTUCKY,Cities,Loyall,1454.0,43.0,31.0,12.0,,,,,,,,,,1.0
1188,KENTUCKY,Cities,Ludlow,4438.0,,,,,,,,,,,,,
1189,KENTUCKY,Cities,Lynnview,923.0,320.0,236.0,84.0,,,,,,2.0,,,,19.0
1190,KENTUCKY,Cities,Madisonville,19637.0,75.0,71.0,4.0,,,,,,,,,,3.0
1191,KENTUCKY,Cities,Manchester,1261.0,57.0,34.0,23.0,,,,,,,,,,
1192,KENTUCKY,Cities,Marion,3053.0,,,,,,,,,,,,,
1193,KENTUCKY,Cities,Martin,631.0,238.0,148.0,90.0,,,,,,1.0,,,,11.0
1194,KENTUCKY,Cities,Mayfield,10155.0,112.0,84.0,28.0,,,,,,,,,,4.0
1195,KENTUCKY,Cities,Maysville,9117.0,,,,,,,,,,,,,
1196,KENTUCKY,Cities,Meadow Vale,745.0,213.0,176.0,37.0,,,,,,,,,,7.0
1197,KENTUCKY,Cities,Middlesboro,10358.0,27.0,22.0,5.0,,,,,,,,,,1.0
1198,KENTUCKY,Cities,Monticello,6240.0,85.0,63.0,22.0,,,,,,,,,,2.0
1199,KENTUCKY,Cities,Morehead,6914.0,66.0,45.0,21.0,,,,,,,,,,1.0
1200,KENTUCKY,Cities,Morganfield,3308.0,9.0,6.0,3.0,,,,,,,,,,
1201,KENTUCKY,Cities,Morgantown,2425.0,1.0,1.0,,,,,,,,,,,1.0
1202,KENTUCKY,Cities,Mortons Gap,865.0,193.0,180.0,13.0,,,,,,,,,,3.0
1203,KENTUCKY,Cities,Mount Sterling,6977.0,60.0,40.0,20.0,,,,,,,,,,3.0
1204,KENTUCKY,Cities,Mount Vernon,2486.0,1.0,,1.0,,,,,,,,,,
1205,KENTUCKY,Cities,Mount Washington,9237.0,27.0,15.0,12.0,,,,,,,,,,2.0
1206,KENTUCKY,Cities,Muldraugh,981.0,23.0,14.0,9.0,,,,,,,,,,3.0
1207,KENTUCKY,Cities,Munfordville,1621.0,160.0,100.0,60.0,,,,,,1.0,,,,6.0
1208,KENTUCKY,Cities,Murray,17938.0,486.0,348.0,138.0,,,,,,,11.0,11.0,,17.0
1209,KENTUCKY,Cities,Newport,15412.0,300.0,230.0,70.0,1.0,,1.0,,,3.0,,,,13.0
1210,KENTUCKY,Cities,Nicholasville,28366.0,,,,,,,,,,,,,
1211,KENTUCKY,Cities,Northfield,1030.0,89.0,54.0,35.0,,,,,,1.0,,,,5.0
1212,KENTUCKY,Cities,Oak Grove,7469.0,7.0,5.0,2.0,,,,,,,,,,
1213,KENTUCKY,Cities,Olive Hill,1596.0,870.0,576.0,294.0,,,,,,7.0,,,,38.0
1214,KENTUCKY,Cities,Owensboro,57751.0,7.0,7.0,,,,,,,,,,,
1215,KENTUCKY,Cities,Owenton,1332.0,14.0,10.0,4.0,,,,,,,,,,1.0
1216,KENTUCKY,Cities,Owingsville,1554.0,624.0,404.0,220.0,1.0,,1.0,,,3.0,,,,26.0
1217,KENTUCKY,Cities,Paducah,25199.0,12.0,8.0,4.0,,,,,,,,,,1.0
1218,KENTUCKY,Cities,Paintsville,3473.0,56.0,43.0,13.0,,,,,,,,,,9.0
1219,KENTUCKY,Cities,Paris,8580.0,8.0,5.0,3.0,,,,,,,,,,
1220,KENTUCKY,Cities,Park Hills,2991.0,,,,,,,,,,,,,
1221,KENTUCKY,Cities,Pewee Valley,1467.0,152.0,123.0,29.0,,,,,,1.0,,,,6.0
1222,KENTUCKY,Cities,Pikeville,6909.0,13.0,8.0,5.0,,,,,,,,,,
1223,KENTUCKY,Cities,Pineville,1884.0,,,,,,,,,,,,,
1224,KENTUCKY,Cities,Pioneer Village,2057.0,1.0,1.0,,,,,,,,,,,
1225,KENTUCKY,Cities,Powderly,741.0,26.0,22.0,4.0,,,,,,,,,,2.0
1226,KENTUCKY,Cities,Prestonsburg,3246.0,66.0,44.0,22.0,,,,,,,,,,6.0
1227,KENTUCKY,Cities,Princeton,6339.0,1.0,1.0,,,,,,,,,,,
1228,KENTUCKY,Cities,Prospect,4747.0,25.0,17.0,8.0,,,,,,,,,,3.0
1229,KENTUCKY,Cities,Providence,3213.0,9.0,6.0,3.0,,,,,,,,,,1.0
1230,KENTUCKY,Cities,Raceland,2426.0,246.0,166.0,80.0,,,,,,1.0,,,,27.0
1231,KENTUCKY,Cities,Radcliff,22148.0,,,,,,,,,,,,,
1232,KENTUCKY,Cities,Ravenna,608.0,448.0,326.0,122.0,,,,,,5.0,2.0,2.0,,32.0
1233,KENTUCKY,Cities,Richmond,31890.0,7.0,4.0,3.0,,,,,,,,,,
1234,KENTUCKY,Cities,Russell,3385.0,18.0,16.0,2.0,,,,,,,,,,1.0
1235,KENTUCKY,Cities,Russell Springs,2453.0,61.0,32.0,29.0,,,,,,1.0,,,,4.0
1236,KENTUCKY,Cities,Russellville,6968.0,,,,,,,,,,,,,
1237,KENTUCKY,Cities,Sadieville,309.0,1.0,,1.0,,,,,,,,,,
1238,KENTUCKY,Cities,Salyersville,1870.0,2.0,1.0,1.0,,,,,,,,,,1.0
1239,KENTUCKY,Cities,Science Hill,702.0,63.0,58.0,5.0,,,,,,,,,,1.0
1240,KENTUCKY,Cities,Scottsville,4275.0,37.0,29.0,8.0,,,,,,1.0,,,,5.0
1241,KENTUCKY,Cities,Shelbyville,14425.0,250.0,180.0,70.0,,,,,,,1.0,1.0,,7.0
1242,KENTUCKY,Cities,Shepherdsville,11372.0,31.0,27.0,4.0,,,,,,3.0,,,,3.0
1243,KENTUCKY,Cities,Shively,15422.0,7.0,5.0,2.0,,,,,,1.0,,,,1.0
1244,KENTUCKY,Cities,Silver Grove,1112.0,3.0,3.0,,,,,,,,,,,
1245,KENTUCKY,Cities,Simpsonville,2550.0,1.0,1.0,,,,,,,,,,,
1246,KENTUCKY,Cities,Smiths Grove,728.0,276.0,174.0,102.0,,,,,,2.0,,,,15.0
1247,KENTUCKY,Cities,Somerset,11325.0,2.0,1.0,1.0,,,,,,,,,,
1248,KENTUCKY,Cities,South Shore,1124.0,5.0,3.0,2.0,,,,,,,,,,1.0
1249,KENTUCKY,Cities,Springfield,2554.0,,,,,,,,,,,,,
1250,KENTUCKY,Cities,Stamping Ground,659.0,58.0,34.0,24.0,,,,,,,1.0,1.0,,4.0
1251,KENTUCKY,Cities,Stanford,3498.0,2.0,2.0,,,,,,,,,,,
1252,KENTUCKY,Cities,Stanton,2748.0,134.0,93.0,41.0,,,,,,,2.0,1.0,1.0,9.0
1253,KENTUCKY,Cities,St. Matthews,17651.0,,,,,,,,,,,,,
1254,KENTUCKY,Cities,Strathmoor Village,656.0,,,,,,,,,,,,,
1255,KENTUCKY,Cities,Sturgis,1911.0,38.0,23.0,15.0,,,,,,,,,,
1256,KENTUCKY,Cities,Taylor Mill,6650.0,19.0,13.0,6.0,,,,,,,,,,
1257,KENTUCKY,Cities,Taylorsville,780.0,4.0,2.0,2.0,,,,,,,,,,1.0
1258,KENTUCKY,Cities,Tompkinsville,2402.0,,,,,,,,,,,,,
1259,KENTUCKY,Cities,Trenton,385.0,6.0,3.0,3.0,,,,,,,,,,2.0
1260,KENTUCKY,Cities,Uniontown,1009.0,10.0,6.0,4.0,,,,,,,,,,1.0
1261,KENTUCKY,Cities,Vanceburg,1530.0,278.0,209.0,69.0,,,,,,1.0,,,,11.0
1262,KENTUCKY,Cities,Versailles,8593.0,4.0,2.0,2.0,,,,,,,,,,
1263,KENTUCKY,Cities,Villa Hills,7540.0,21.0,16.0,5.0,,,,,,1.0,,,,3.0
1264,KENTUCKY,Cities,Vine Grove,4616.0,11.0,7.0,4.0,,,,,,,,,,
1265,KENTUCKY,Cities,Warsaw,1623.0,9.0,6.0,3.0,,,,,,,,,,3.0
1266,KENTUCKY,Cities,West Liberty,3444.0,16.0,9.0,7.0,,,,,,,,,,2.0
1267,KENTUCKY,Cities,West Point,813.0,,,,,,,,,,,,,
1268,KENTUCKY,Cities,Wheelwright,775.0,4.0,2.0,2.0,,,,,,,,,,
1269,KENTUCKY,Cities,Whitesburg,2135.0,30.0,19.0,11.0,,,,,,,,,,
1270,KENTUCKY,Cities,Wilder,3064.0,25.0,25.0,,,,,,,1.0,,,,3.0
1271,KENTUCKY,Cities,Williamsburg,5281.0,6.0,4.0,2.0,,,,,,,,,,1.0
1272,KENTUCKY,Cities,Williamstown,3957.0,25.0,17.0,8.0,,,,,,,,,,5.0
1273,KENTUCKY,Cities,Wilmore,3720.0,312.0,189.0,123.0,,,,,,1.0,,,,14.0
1274,KENTUCKY,Cities,Winchester,18374.0,1.0,1.0,,,,,,,,,,,
1275,KENTUCKY,Cities,Worthington,1612.0,47.0,25.0,22.0,,,,,,,,,,
1276,KENTUCKY,Universities and Colleges,Eastern Kentucky University,16062.0,5.0,3.0,2.0,,,,,,,,,,
1277,KENTUCKY,Universities and Colleges,Kentucky State University,2746.0,35.0,25.0,10.0,,,,,,1.0,,,,
1278,KENTUCKY,Universities and Colleges,Morehead State University,10968.0,30.0,15.0,15.0,,,,,,,,,,
1279,KENTUCKY,Universities and Colleges,Murray State University,10623.0,39.0,22.0,17.0,,,,,,,,,,1.0
1280,KENTUCKY,Universities and Colleges,Northern Kentucky University,15724.0,160.0,99.0,61.0,,,,,,,,,,10.0
1281,KENTUCKY,Universities and Colleges,University of Kentucky,27226.0,85.0,54.0,31.0,,,,,,,,,,2.0
1282,KENTUCKY,Universities and Colleges,University of Louisville,21152.0,136.0,79.0,57.0,,,,,,,,,,3.0
1283,KENTUCKY,Universities and Colleges,Western Kentucky University,21036.0,76.0,56.0,20.0,,,,,,,,,,5.0
1284,KENTUCKY,Metropolitan Counties,Allen,21036.0,330.0,211.0,119.0,,,,,,5.0,,,,32.0
1285,KENTUCKY,Metropolitan Counties,Boone,21036.0,,,,,,,,,,,,,2.0
1286,KENTUCKY,Metropolitan Counties,Bourbon,21036.0,72.0,63.0,9.0,,,,,,,,,,10.0
1287,KENTUCKY,Metropolitan Counties,Boyd,21036.0,41.0,40.0,1.0,,,,,,1.0,,,,3.0
1288,KENTUCKY,Metropolitan Counties,Bracken,21036.0,42.0,27.0,15.0,,,,,,1.0,,,,3.0
1289,KENTUCKY,Metropolitan Counties,Bullitt,21036.0,18.0,12.0,6.0,,,,,,1.0,,,,1.0
1290,KENTUCKY,Metropolitan Counties,Butler,21036.0,149.0,85.0,64.0,,,,,,2.0,,,,6.0
1291,KENTUCKY,Metropolitan Counties,Campbell County Police Department,21036.0,28.0,18.0,10.0,,,,,,1.0,,,,1.0
1292,KENTUCKY,Metropolitan Counties,Christian,21036.0,6.0,5.0,1.0,,,,,,1.0,,,,
1293,KENTUCKY,Metropolitan Counties,Clark,21036.0,219.0,133.0,86.0,,,,,,3.0,,,,3.0
1294,KENTUCKY,Metropolitan Counties,Daviess,21036.0,8.0,6.0,2.0,,,,,,1.0,,,,2.0
1295,KENTUCKY,Metropolitan Counties,Edmonson,21036.0,21.0,14.0,7.0,,,,,,,,,,1.0
1296,KENTUCKY,Metropolitan Counties,Gallatin,21036.0,43.0,29.0,14.0,,,,,,,,,,2.0
1297,KENTUCKY,Metropolitan Counties,Grant,21036.0,16.0,12.0,4.0,,,,,,,,,,6.0
1298,KENTUCKY,Metropolitan Counties,Greenup,21036.0,16.0,9.0,7.0,,,,,,,,,,
1299,KENTUCKY,Metropolitan Counties,Hancock,21036.0,39.0,25.0,14.0,,,,,,,,,,2.0
1300,KENTUCKY,Metropolitan Counties,Hardin,21036.0,37.0,23.0,14.0,,,,,,1.0,,,,3.0
1301,KENTUCKY,Metropolitan Counties,Henderson,21036.0,5.0,4.0,1.0,,,,,,,,,,
1302,KENTUCKY,Metropolitan Counties,Henry,21036.0,17.0,10.0,7.0,,,,,,,,,,3.0
1303,KENTUCKY,Metropolitan Counties,Jessamine,21036.0,25.0,19.0,6.0,,,,,,1.0,,,,6.0
1304,KENTUCKY,Metropolitan Counties,Kenton,21036.0,59.0,39.0,20.0,,,,,,1.0,,,,3.0
1305,KENTUCKY,Metropolitan Counties,Kenton County Police Department,21036.0,32.0,17.0,15.0,,,,,,,,,,1.0
1306,KENTUCKY,Metropolitan Counties,Larue,21036.0,12.0,7.0,5.0,,,,,,,,,,1.0
1307,KENTUCKY,Metropolitan Counties,McLean,21036.0,95.0,53.0,42.0,,,,,,1.0,,,,4.0
1308,KENTUCKY,Metropolitan Counties,Meade,21036.0,7.0,4.0,3.0,,,,,,,,,,
1309,KENTUCKY,Metropolitan Counties,Oldham,21036.0,41.0,30.0,11.0,,,,,,3.0,,,,2.0
1310,KENTUCKY,Metropolitan Counties,Oldham County Police Department,21036.0,24.0,17.0,7.0,,,,,,,,,,1.0
1311,KENTUCKY,Metropolitan Counties,Pendleton,21036.0,55.0,42.0,13.0,,,,,,,,,,4.0
1312,KENTUCKY,Metropolitan Counties,Scott,21036.0,55.0,42.0,13.0,,,,,,1.0,,,,13.0
1313,KENTUCKY,Metropolitan Counties,Shelby,21036.0,4.0,2.0,2.0,,,,,,,,,,
1314,KENTUCKY,Metropolitan Counties,Spencer,21036.0,105.0,66.0,39.0,,,,,,1.0,,,,1.0
1315,KENTUCKY,Metropolitan Counties,Trigg,21036.0,147.0,101.0,46.0,,,,,,,,,,19.0
1316,KENTUCKY,Metropolitan Counties,Warren,21036.0,2.0,2.0,,,,,,,,,,,
1317,KENTUCKY,Metropolitan Counties,Woodford,21036.0,17.0,10.0,7.0,,,,,,,,,,
1318,KENTUCKY,Nonmetropolitan Counties,Adair,21036.0,19.0,14.0,5.0,,,,,,,,,,1.0
1319,KENTUCKY,Nonmetropolitan Counties,Anderson,21036.0,72.0,48.0,24.0,,,,,,,,,,5.0
1320,KENTUCKY,Nonmetropolitan Counties,Ballard,21036.0,6.0,5.0,1.0,,,,,,,,,,
1321,KENTUCKY,Nonmetropolitan Counties,Barren,21036.0,7.0,6.0,1.0,,,,,,,,,,1.0
1322,KENTUCKY,Nonmetropolitan Counties,Bell,21036.0,7.0,6.0,1.0,,,,,,,,,,2.0
1323,KENTUCKY,Nonmetropolitan Counties,Boyle,21036.0,11.0,8.0,3.0,,,,,,,,,,1.0
1324,KENTUCKY,Nonmetropolitan Counties,Breckinridge,21036.0,31.0,23.0,8.0,,,,,,,,,,2.0
1325,KENTUCKY,Nonmetropolitan Counties,Caldwell,21036.0,33.0,23.0,10.0,,,,,,,,,,1.0
1326,KENTUCKY,Nonmetropolitan Counties,Calloway,21036.0,4.0,3.0,1.0,,,,,,,,,,1.0
1327,KENTUCKY,Nonmetropolitan Counties,Carlisle,21036.0,82.0,55.0,27.0,,,,,,,,,,
1328,KENTUCKY,Nonmetropolitan Counties,Carroll,21036.0,8.0,7.0,1.0,,,,,,,,,,
1329,KENTUCKY,Nonmetropolitan Counties,Carter,21036.0,18.0,12.0,6.0,,,,,,,,,,
1330,KENTUCKY,Nonmetropolitan Counties,Casey,21036.0,41.0,39.0,2.0,,,,,,,,,,5.0
1331,KENTUCKY,Nonmetropolitan Counties,Clay,21036.0,5.0,3.0,2.0,,,,,,,,,,
1332,KENTUCKY,Nonmetropolitan Counties,Crittenden,21036.0,,,,,,,,,,,,,
1333,KENTUCKY,Nonmetropolitan Counties,Cumberland,21036.0,5.0,2.0,3.0,,,,,,,,,,
1334,KENTUCKY,Nonmetropolitan Counties,Elliott,21036.0,,,,,,,,,,,,,
1335,KENTUCKY,Nonmetropolitan Counties,Estill,21036.0,2.0,1.0,1.0,,,,,,,,,,
1336,KENTUCKY,Nonmetropolitan Counties,Fleming,21036.0,15.0,13.0,2.0,,,,,,,,,,3.0
1337,KENTUCKY,Nonmetropolitan Counties,Floyd,21036.0,35.0,27.0,8.0,,,,,,1.0,,,,8.0
1338,KENTUCKY,Nonmetropolitan Counties,Franklin,21036.0,19.0,14.0,5.0,,,,,,,,,,7.0
1339,KENTUCKY,Nonmetropolitan Counties,Fulton,21036.0,8.0,6.0,2.0,,,,,,,,,,1.0
1340,KENTUCKY,Nonmetropolitan Counties,Garrard,21036.0,114.0,75.0,39.0,,,,,,,,,,31.0
1341,KENTUCKY,Nonmetropolitan Counties,Graves,21036.0,30.0,24.0,6.0,,,,,,,,,,
1342,KENTUCKY,Nonmetropolitan Counties,Grayson,21036.0,293.0,259.0,34.0,,,,,,,,,,2.0
1343,KENTUCKY,Nonmetropolitan Counties,Harlan,21036.0,2.0,1.0,1.0,,,,,,,,,,3.0
1344,KENTUCKY,Nonmetropolitan Counties,Harrison,21036.0,4.0,3.0,1.0,,,,,,,,,,
1345,KENTUCKY,Nonmetropolitan Counties,Hart,21036.0,7.0,7.0,,,,,,,,,,,
1346,KENTUCKY,Nonmetropolitan Counties,Hickman,21036.0,116.0,83.0,33.0,,,,,,1.0,,,,10.0
1347,KENTUCKY,Nonmetropolitan Counties,Hopkins,21036.0,5.0,5.0,,,,,,,,,,,
1348,KENTUCKY,Nonmetropolitan Counties,Jackson,21036.0,63.0,54.0,9.0,,,,,,1.0,,,,3.0
1349,KENTUCKY,Nonmetropolitan Counties,Johnson,21036.0,26.0,16.0,10.0,,,,,,,,,,4.0
1350,KENTUCKY,Nonmetropolitan Counties,Knox,21036.0,106.0,100.0,6.0,1.0,,1.0,,,,1.0,1.0,,6.0
1351,KENTUCKY,Nonmetropolitan Counties,Laurel,21036.0,1.0,1.0,,,,,,,,,,,1.0
1352,KENTUCKY,Nonmetropolitan Counties,Lawrence,21036.0,,,,,,,,,,,,,
1353,KENTUCKY,Nonmetropolitan Counties,Lee,21036.0,4.0,3.0,1.0,,,,,,,,,,1.0
1354,KENTUCKY,Nonmetropolitan Counties,Letcher,21036.0,5.0,4.0,1.0,,,,,,,,,,
1355,KENTUCKY,Nonmetropolitan Counties,Lewis,21036.0,25.0,22.0,3.0,,,,,,1.0,,,,4.0
1356,KENTUCKY,Nonmetropolitan Counties,Lincoln,21036.0,73.0,41.0,32.0,,,,,,,,,,2.0
1357,KENTUCKY,Nonmetropolitan Counties,Livingston,21036.0,172.0,95.0,77.0,,,,,,1.0,,,,7.0
1358,KENTUCKY,Nonmetropolitan Counties,Logan,21036.0,,,,,,,,,,,,,2.0
1359,KENTUCKY,Nonmetropolitan Counties,Lyon,21036.0,105.0,82.0,23.0,,,,,,,,,,2.0
1360,KENTUCKY,Nonmetropolitan Counties,Madison,21036.0,2.0,2.0,,,,,,,,,,,
1361,KENTUCKY,Nonmetropolitan Counties,Magoffin,21036.0,11.0,11.0,,,,,,,,,,,5.0
1362,KENTUCKY,Nonmetropolitan Counties,Marion,21036.0,117.0,74.0,43.0,,,,,,1.0,,,,7.0
1363,KENTUCKY,Nonmetropolitan Counties,Marshall,21036.0,8.0,5.0,3.0,,,,,,,,,,
1364,KENTUCKY,Nonmetropolitan Counties,Martin,21036.0,34.0,22.0,12.0,,,,,,,,,,3.0
1365,KENTUCKY,Nonmetropolitan Counties,Mason,21036.0,264.0,179.0,85.0,,,,,,2.0,3.0,1.0,2.0,13.0
1366,KENTUCKY,Nonmetropolitan Counties,McCracken,21036.0,2.0,2.0,,,,,,,,,,,2.0
1367,KENTUCKY,Nonmetropolitan Counties,McCreary,21036.0,6.0,4.0,2.0,,,,,,,,,,1.0
1368,KENTUCKY,Nonmetropolitan Counties,Menifee,21036.0,36.0,24.0,12.0,,,,,,1.0,,,,3.0
1369,KENTUCKY,Nonmetropolitan Counties,Mercer,21036.0,29.0,16.0,13.0,,,,,,,,,,2.0
1370,KENTUCKY,Nonmetropolitan Counties,Metcalfe,21036.0,2.0,2.0,,,,,,,,,,,
1371,KENTUCKY,Nonmetropolitan Counties,Monroe,21036.0,50.0,44.0,6.0,,,,,,,,,,3.0
1372,KENTUCKY,Nonmetropolitan Counties,Montgomery,21036.0,148.0,101.0,47.0,,,,,,,,,,6.0
1373,KENTUCKY,Nonmetropolitan Counties,Muhlenberg,21036.0,82.0,50.0,32.0,,,,,,1.0,,,,4.0
1374,KENTUCKY,Nonmetropolitan Counties,Nelson,21036.0,11.0,10.0,1.0,,,,,,,,,,
1375,KENTUCKY,Nonmetropolitan Counties,Nicholas,21036.0,80.0,68.0,12.0,,,,,,2.0,,,,2.0
1376,KENTUCKY,Nonmetropolitan Counties,Ohio,21036.0,8.0,5.0,3.0,,,,,,,,,,2.0
1377,KENTUCKY,Nonmetropolitan Counties,Owen,21036.0,8.0,6.0,2.0,,,,,,,,,,
1378,KENTUCKY,Nonmetropolitan Counties,Owsley,21036.0,8.0,5.0,3.0,,,,,,,,,,
1379,KENTUCKY,Nonmetropolitan Counties,Perry,21036.0,7.0,6.0,1.0,,,,,,,,,,1.0
1380,KENTUCKY,Nonmetropolitan Counties,Perry County Police Department,21036.0,3.0,2.0,1.0,,,,,,,,,,
1381,KENTUCKY,Nonmetropolitan Counties,Pike,21036.0,9.0,7.0,2.0,,,,,,,,,,1.0
1382,KENTUCKY,Nonmetropolitan Counties,Powell,21036.0,27.0,20.0,7.0,,,,,,1.0,,,,2.0
1383,KENTUCKY,Nonmetropolitan Counties,Pulaski,21036.0,15.0,13.0,2.0,,,,,,,,,,2.0
