,State,AgencyType,AgencyName,Population,DrugNarcoticOffenses,DrugNarcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,WeaponLawViolations
852,KANSAS,Cities,Basehor,4716.0,21.0,11.0,10.0,,,,,,,,,,2.0
853,KANSAS,Cities,Baxter Springs,4216.0,11.0,6.0,5.0,,,,,,,,,,
854,KANSAS,Cities,Bel Aire,6841.0,7.0,3.0,4.0,,,,,,,,,,
855,KANSAS,Cities,Belle Plaine,1665.0,37.0,21.0,16.0,,,,,,,,,,
856,KANSAS,Cities,Beloit,3808.0,,,,,,,,,,,,,
857,KANSAS,Cities,Benton,883.0,68.0,46.0,22.0,,,,,,1.0,1.0,1.0,,7.0
858,KANSAS,Cities,Bonner Springs,7384.0,4.0,2.0,2.0,,,,,,,,,,
859,KANSAS,Cities,Buhler,1335.0,2.0,1.0,1.0,,,,,,,,,,
860,KANSAS,Cities,Burden,537.0,24.0,13.0,11.0,,,,,,,,,,1.0
861,KANSAS,Cities,Burlington,2668.0,51.0,28.0,23.0,,,,,,,,,,7.0
862,KANSAS,Cities,Chanute,9131.0,2.0,1.0,1.0,,,,,,,,,,
863,KANSAS,Cities,Chapman,1401.0,,,,,,,,,,,,,
864,KANSAS,Cities,Chase,478.0,1.0,,1.0,,,,,,,,,,
865,KANSAS,Cities,Cheney,2117.0,25.0,13.0,12.0,,,,,,,,,,2.0
866,KANSAS,Cities,Chetopa,1126.0,28.0,14.0,14.0,,,,,,,,,,3.0
867,KANSAS,Cities,Clay Center,4376.0,18.0,8.0,10.0,,,,,,,,,,1.0
868,KANSAS,Cities,Clearwater,2509.0,183.0,93.0,90.0,,,,,,,1.0,1.0,,28.0
869,KANSAS,Cities,Coffeyville,10189.0,29.0,15.0,14.0,,,,,,,,,,1.0
870,KANSAS,Cities,Colby,5466.0,15.0,10.0,5.0,,,,,,,,,,
871,KANSAS,Cities,Columbus,3295.0,25.0,12.0,13.0,,,,,,5.0,,,,
872,KANSAS,Cities,Concordia,5329.0,8.0,4.0,4.0,,,,,,,,,,1.0
873,KANSAS,Cities,Council Grove,2180.0,56.0,27.0,29.0,,,,,,,2.0,1.0,1.0,4.0
874,KANSAS,Cities,Derby,22393.0,360.0,194.0,166.0,,,,,,2.0,1.0,,1.0,22.0
875,KANSAS,Cities,Dodge City,28064.0,76.0,36.0,40.0,,,,,,,,,,2.0
876,KANSAS,Cities,Edwardsville,4382.0,139.0,77.0,62.0,,,,,,1.0,,,,19.0
877,KANSAS,Cities,El Dorado,13074.0,4.0,3.0,1.0,,,,,,,,,,
878,KANSAS,Cities,Ellinwood,2154.0,3.0,1.0,2.0,,,,,,,,,,
879,KANSAS,Cities,Ellsworth,3129.0,39.0,20.0,19.0,,,,,,,,,,2.0
880,KANSAS,Cities,Elwood,1229.0,92.0,88.0,4.0,,,,,,,,,,10.0
881,KANSAS,Cities,Emporia,25099.0,3.0,2.0,1.0,,,,,,,,,,1.0
882,KANSAS,Cities,Eudora,6249.0,20.0,12.0,8.0,,,,,,,,,,
883,KANSAS,Cities,Fairway,3965.0,79.0,39.0,40.0,,,,,,3.0,,,,3.0
884,KANSAS,Cities,Fort Scott,8031.0,14.0,6.0,8.0,,,,,,,,,,
885,KANSAS,Cities,Frontenac,3463.0,26.0,15.0,11.0,,,,,,1.0,,,,2.0
886,KANSAS,Cities,Galena,3070.0,372.0,222.0,150.0,8.0,,4.0,4.0,,2.0,1.0,,1.0,39.0
887,KANSAS,Cities,Garden City,27017.0,110.0,61.0,49.0,,,,,,2.0,,,,13.0
888,KANSAS,Cities,Gardner,19532.0,24.0,13.0,11.0,,,,,,,,,,1.0
889,KANSAS,Cities,Garnett,3419.0,4.0,2.0,2.0,,,,,,,,,,
890,KANSAS,Cities,Girard,2810.0,49.0,24.0,25.0,,,,,,,,,,2.0
891,KANSAS,Cities,Goddard,4389.0,23.0,11.0,12.0,,,,,,,,,,2.0
892,KANSAS,Cities,Grandview Plaza,1611.0,107.0,58.0,49.0,,,,,,1.0,1.0,1.0,,9.0
893,KANSAS,Cities,Great Bend,16174.0,4.0,2.0,2.0,,,,,,,,,,
894,KANSAS,Cities,Halstead,2106.0,3.0,2.0,1.0,,,,,,1.0,,,,
895,KANSAS,Cities,Haven,1247.0,469.0,245.0,224.0,,,,,,2.0,,,,41.0
896,KANSAS,Cities,Hays,20823.0,110.0,57.0,53.0,,,,,,2.0,1.0,,1.0,10.0
897,KANSAS,Cities,Haysville,10939.0,4.0,2.0,2.0,,,,,,,,,,
898,KANSAS,Cities,Herington,2538.0,11.0,6.0,5.0,,,,,,,,,,2.0
899,KANSAS,Cities,Hesston,3744.0,13.0,9.0,4.0,,,,,,,,,,2.0
900,KANSAS,Cities,Hiawatha,3197.0,26.0,13.0,13.0,,,,,,,,,,2.0
901,KANSAS,Cities,Hoisington,2737.0,1.0,,1.0,,,,,,,,,,
902,KANSAS,Cities,Holcomb,2123.0,59.0,30.0,29.0,,,,,,,,,,4.0
903,KANSAS,Cities,Holton,3339.0,29.0,15.0,14.0,,,,,,,,,,
904,KANSAS,Cities,Horton,1789.0,8.0,4.0,4.0,,,,,,,,,,
905,KANSAS,Cities,Hugoton,3849.0,385.0,199.0,186.0,,,,,,8.0,2.0,1.0,1.0,39.0
906,KANSAS,Cities,Hutchinson,42357.0,6.0,3.0,3.0,,,,,,,,,,
907,KANSAS,Cities,Inman,1387.0,94.0,51.0,43.0,2.0,,1.0,1.0,,,,,,8.0
908,KANSAS,Cities,Iola,5716.0,235.0,133.0,102.0,,,,,,3.0,1.0,1.0,,25.0
909,KANSAS,Cities,Junction City,24138.0,32.0,16.0,16.0,3.0,1.0,1.0,1.0,,,,,,1.0
910,KANSAS,Cities,Kingman,3192.0,2.0,,2.0,,,,,,,,,,
911,KANSAS,Cities,Kiowa,1036.0,3.0,2.0,1.0,,,,,,,,,,1.0
912,KANSAS,Cities,La Cygne,1150.0,25.0,13.0,12.0,,,,,,1.0,,,,1.0
913,KANSAS,Cities,Lansing,11443.0,16.0,9.0,7.0,,,,,,1.0,,,,4.0
914,KANSAS,Cities,Larned,4101.0,644.0,361.0,283.0,,,,,,2.0,8.0,4.0,4.0,71.0
915,KANSAS,Cities,Lawrence,89180.0,428.0,236.0,192.0,,,,,,4.0,,,,44.0
916,KANSAS,Cities,Leavenworth,35857.0,234.0,115.0,119.0,,,,,,,3.0,1.0,2.0,11.0
917,KANSAS,Cities,Leawood,32554.0,,,,,,,,,,,,,
918,KANSAS,Cities,Lebo,937.0,637.0,348.0,289.0,,,,,,1.0,12.0,10.0,2.0,28.0
919,KANSAS,Cities,Lenexa,49222.0,194.0,101.0,93.0,,,,,,2.0,,,,14.0
920,KANSAS,Cities,Liberal,20968.0,16.0,10.0,6.0,,,,,,,,,,
921,KANSAS,Cities,Lindsborg,3483.0,17.0,8.0,9.0,,,,,,,,,,2.0
922,KANSAS,Cities,Louisburg,4327.0,21.0,10.0,11.0,,,,,,,,,,1.0
923,KANSAS,Cities,Maize,3455.0,8.0,4.0,4.0,,,,,,,,,,
924,KANSAS,Cities,Marion,1918.0,15.0,10.0,5.0,,,,,,,,,,1.0
925,KANSAS,Cities,Marysville,3278.0,102.0,56.0,46.0,,,,,,7.0,,,,6.0
926,KANSAS,Cities,McPherson,13249.0,92.0,58.0,34.0,,,,,,1.0,33.0,12.0,21.0,8.0
927,KANSAS,Cities,Merriam,11237.0,12.0,6.0,6.0,,,,,,,,,,2.0
928,KANSAS,Cities,Minneapolis,2052.0,20.0,9.0,11.0,,,,,,,,,,
929,KANSAS,Cities,Mission Hills,3572.0,,,,,,,,,,,,,
930,KANSAS,Cities,Moran,560.0,69.0,40.0,29.0,,,,,,2.0,,,,3.0
931,KANSAS,Cities,Mulvane,6158.0,31.0,15.0,16.0,,,,,,,,,,3.0
932,KANSAS,Cities,Neodesha,2470.0,361.0,188.0,173.0,,,,,,3.0,,,,18.0
933,KANSAS,Cities,Newton,19328.0,4.0,2.0,2.0,,,,,,,,,,
934,KANSAS,Cities,North Newton,1774.0,5.0,2.0,3.0,,,,,,,,,,
935,KANSAS,Cities,Norton,2923.0,,,,,,,,,,,,,
936,KANSAS,Cities,Onaga,717.0,11.0,6.0,5.0,,,,,,,,,,1.0
937,KANSAS,Cities,Osage City,2960.0,28.0,14.0,14.0,,,,,,,,,,1.0
938,KANSAS,Cities,Osawatomie,4460.0,19.0,10.0,9.0,,,,,,,,,,1.0
939,KANSAS,Cities,Oswego,1830.0,128.0,62.0,66.0,,,,,,1.0,,,,3.0
940,KANSAS,Cities,Ottawa,12684.0,96.0,49.0,47.0,,,,,,,,,,5.0
941,KANSAS,Cities,Paola,5619.0,108.0,59.0,49.0,,,,,,1.0,,,,10.0
942,KANSAS,Cities,Park City,7373.0,159.0,85.0,74.0,,,,,,,,,,19.0
943,KANSAS,Cities,Parsons,10507.0,180.0,104.0,76.0,,,,,,,28.0,11.0,17.0,4.0
944,KANSAS,Cities,Prairie Village,21906.0,106.0,55.0,51.0,,,,,,,,,,
945,KANSAS,Cities,Pratt,6885.0,17.0,10.0,7.0,,,,,,,,,,
946,KANSAS,Cities,Rose Hill,3948.0,24.0,12.0,12.0,,,,,,,,,,
947,KANSAS,Cities,Rossville,1163.0,42.0,21.0,21.0,,,,,,1.0,,,,2.0
948,KANSAS,Cities,Russell,4520.0,9.0,5.0,4.0,,,,,,,,,,1.0
949,KANSAS,Cities,Sabetha,2568.0,674.0,344.0,330.0,,,,,,5.0,,,,41.0
950,KANSAS,Cities,Salina,48155.0,18.0,10.0,8.0,,,,,,2.0,,,,1.0
951,KANSAS,Cities,Scott City,3815.0,,,,,,,,,,,,,
952,KANSAS,Cities,Sedgwick,1712.0,385.0,232.0,153.0,,,,,,2.0,,,,13.0
953,KANSAS,Cities,Shawnee,63542.0,24.0,11.0,13.0,,,,,,,,,,1.0
954,KANSAS,Cities,South Hutchinson,2474.0,36.0,20.0,16.0,,,,,,2.0,,,,5.0
955,KANSAS,Cities,Spring Hill,5511.0,2.0,1.0,1.0,,,,,,,,,,1.0
956,KANSAS,Cities,Stafford,1032.0,3.0,1.0,2.0,,,,,,,,,,
957,KANSAS,Cities,Sterling,2338.0,5.0,2.0,3.0,,,,,,,,,,1.0
958,KANSAS,Cities,St. Marys,2678.0,53.0,27.0,26.0,,,,,,,,,,1.0
959,KANSAS,Cities,Tonganoxie,5091.0,20.0,10.0,10.0,,,,,,,,,,1.0
960,KANSAS,Cities,Udall,749.0,30.0,16.0,14.0,,,,,,,,,,4.0
961,KANSAS,Cities,Ulysses,6299.0,28.0,12.0,16.0,,,,,,1.0,,,,3.0
962,KANSAS,Cities,Valley Center,6896.0,16.0,8.0,8.0,,,,,,,,,,
963,KANSAS,Cities,Wa Keeney,1827.0,40.0,19.0,21.0,,,,,,1.0,,,,1.0
964,KANSAS,Cities,Wathena,1374.0,2.0,1.0,1.0,,,,,,,,,,1.0
965,KANSAS,Cities,Waverly,590.0,88.0,43.0,45.0,,,,,,,,,,10.0
966,KANSAS,Cities,Wellington,8098.0,2.0,1.0,1.0,,,,,,1.0,,,,
967,KANSAS,Cities,Wellsville,1862.0,,,,,,,,,,,,,
968,KANSAS,Cities,Westwood,1539.0,3590.0,2587.0,1003.0,,,,,,72.0,97.0,74.0,23.0,735.0
969,KANSAS,Cities,Wichita,386409.0,21.0,11.0,10.0,,,,,,,,,,1.0
970,KANSAS,Cities,Yates Center,1417.0,5.0,2.0,3.0,,,,,,,,,,
971,KANSAS,Universities and Colleges,Emporia State University,5976.0,11.0,7.0,4.0,,,,,,,,,,
972,KANSAS,Universities and Colleges,Fort Hays State University,12802.0,,,,,,,,,,,,,
973,KANSAS,Universities and Colleges,Kansas City Kansas Community College,7555.0,50.0,30.0,20.0,,,,,,,,,,
974,KANSAS,Universities and Colleges,Kansas State University,23863.0,13.0,6.0,7.0,,,,,,,,,,
975,KANSAS,Universities and Colleges,Pittsburg State University,7275.0,84.0,41.0,43.0,,,,,,,,,,4.0
976,KANSAS,Universities and Colleges,"University of Kansas, Main Campus",27939.0,7.0,3.0,4.0,,,,,,,,,,
977,KANSAS,Universities and Colleges,Washburn University,7303.0,4.0,2.0,2.0,,,,,,,,,,
978,KANSAS,Universities and Colleges,Wichita State University,14909.0,144.0,73.0,71.0,,,,,,2.0,2.0,1.0,1.0,12.0
979,KANSAS,Metropolitan Counties,Butler,14909.0,13.0,7.0,6.0,,,,,,,,,,
980,KANSAS,Metropolitan Counties,Doniphan,14909.0,64.0,31.0,33.0,,,,,,1.0,,,,4.0
981,KANSAS,Metropolitan Counties,Douglas,14909.0,39.0,21.0,18.0,,,,,,,,,,2.0
982,KANSAS,Metropolitan Counties,Harvey,14909.0,60.0,33.0,27.0,,,,,,,,,,6.0
983,KANSAS,Metropolitan Counties,Jackson,14909.0,58.0,29.0,29.0,,,,,,2.0,,,,
984,KANSAS,Metropolitan Counties,Jefferson,14909.0,317.0,178.0,139.0,,,,,,35.0,31.0,17.0,14.0,6.0
985,KANSAS,Metropolitan Counties,Johnson,14909.0,9.0,5.0,4.0,,,,,,,,,,1.0
986,KANSAS,Metropolitan Counties,Kingman,14909.0,68.0,34.0,34.0,,,,,,1.0,,,,9.0
987,KANSAS,Metropolitan Counties,Leavenworth,14909.0,93.0,52.0,41.0,,,,,,1.0,,,,5.0
988,KANSAS,Metropolitan Counties,Linn,14909.0,54.0,29.0,25.0,,,,,,1.0,,,,2.0
989,KANSAS,Metropolitan Counties,Miami,14909.0,34.0,14.0,20.0,,,,,,,,,,
990,KANSAS,Metropolitan Counties,Osage,14909.0,76.0,36.0,40.0,,,,,,,,,,10.0
991,KANSAS,Metropolitan Counties,Pottawatomie,14909.0,556.0,341.0,215.0,,,,,,3.0,12.0,6.0,6.0,33.0
992,KANSAS,Metropolitan Counties,Riley County Police Department,14909.0,267.0,142.0,125.0,,,,,,,,,,16.0
993,KANSAS,Metropolitan Counties,Shawnee,14909.0,38.0,20.0,18.0,,,,,,,,,,1.0
994,KANSAS,Metropolitan Counties,Sumner,14909.0,15.0,7.0,8.0,,,,,,,1.0,1.0,,4.0
995,KANSAS,Metropolitan Counties,Wabaunsee,14909.0,61.0,35.0,26.0,,,,,,,,,,5.0
996,KANSAS,Metropolitan Counties,Wyandotte,14909.0,24.0,12.0,12.0,,,,,,,,,,3.0
997,KANSAS,Nonmetropolitan Counties,Allen,14909.0,28.0,15.0,13.0,,,,,,,,,,2.0
998,KANSAS,Nonmetropolitan Counties,Anderson,14909.0,10.0,5.0,5.0,,,,,,,,,,1.0
999,KANSAS,Nonmetropolitan Counties,Barber,14909.0,20.0,9.0,11.0,,,,,,,,,,1.0
1000,KANSAS,Nonmetropolitan Counties,Barton,14909.0,13.0,8.0,5.0,,,,,,,,,,2.0
1001,KANSAS,Nonmetropolitan Counties,Bourbon,14909.0,39.0,20.0,19.0,,,,,,,1.0,,1.0,
1002,KANSAS,Nonmetropolitan Counties,Brown,14909.0,5.0,1.0,4.0,,,,,,,,,,1.0
1003,KANSAS,Nonmetropolitan Counties,Chase,14909.0,20.0,10.0,10.0,,,,,,,,,,
1004,KANSAS,Nonmetropolitan Counties,Chautauqua,14909.0,144.0,74.0,70.0,,,,,,,,,,4.0
1005,KANSAS,Nonmetropolitan Counties,Cherokee,14909.0,3.0,2.0,1.0,,,,,,,,,,
1006,KANSAS,Nonmetropolitan Counties,Cheyenne,14909.0,20.0,10.0,10.0,,,,,,,,,,
1007,KANSAS,Nonmetropolitan Counties,Clark,14909.0,16.0,8.0,8.0,,,,,,,,,,2.0
1008,KANSAS,Nonmetropolitan Counties,Clay,14909.0,45.0,26.0,19.0,,,,,,,,,,1.0
1009,KANSAS,Nonmetropolitan Counties,Cloud,14909.0,44.0,23.0,21.0,,,,,,2.0,,,,5.0
1010,KANSAS,Nonmetropolitan Counties,Coffey,14909.0,83.0,45.0,38.0,,,,,,,,,,2.0
1011,KANSAS,Nonmetropolitan Counties,Cowley,14909.0,73.0,37.0,36.0,,,,,,,,,,3.0
1012,KANSAS,Nonmetropolitan Counties,Crawford,14909.0,35.0,18.0,17.0,,,,,,,,,,4.0
1013,KANSAS,Nonmetropolitan Counties,Dickinson,14909.0,6.0,2.0,4.0,,,,,,,,,,1.0
1014,KANSAS,Nonmetropolitan Counties,Edwards,14909.0,4.0,4.0,,,,,,,,,,,
1015,KANSAS,Nonmetropolitan Counties,Elk,14909.0,48.0,26.0,22.0,,,,,,1.0,,,,4.0
1016,KANSAS,Nonmetropolitan Counties,Ellis,14909.0,3.0,1.0,2.0,,,,,,,,,,
1017,KANSAS,Nonmetropolitan Counties,Ellsworth,14909.0,33.0,20.0,13.0,,,,,,1.0,,,,2.0
1018,KANSAS,Nonmetropolitan Counties,Finney,14909.0,60.0,31.0,29.0,,,,,,,,,,5.0
1019,KANSAS,Nonmetropolitan Counties,Ford,14909.0,31.0,15.0,16.0,,,,,,2.0,,,,3.0
1020,KANSAS,Nonmetropolitan Counties,Franklin,14909.0,83.0,46.0,37.0,,,,,,,9.0,6.0,3.0,1.0
1021,KANSAS,Nonmetropolitan Counties,Geary,14909.0,3.0,2.0,1.0,,,,,,,,,,
1022,KANSAS,Nonmetropolitan Counties,Graham,14909.0,4.0,2.0,2.0,,,,,,1.0,,,,2.0
1023,KANSAS,Nonmetropolitan Counties,Grant,14909.0,36.0,18.0,18.0,,,,,,,,,,2.0
1024,KANSAS,Nonmetropolitan Counties,Gray,14909.0,7.0,3.0,4.0,,,,,,,,,,
1025,KANSAS,Nonmetropolitan Counties,Greeley,14909.0,39.0,21.0,18.0,,,,,,,,,,4.0
1026,KANSAS,Nonmetropolitan Counties,Greenwood,14909.0,38.0,19.0,19.0,,,,,,,,,,1.0
1027,KANSAS,Nonmetropolitan Counties,Harper,14909.0,23.0,12.0,11.0,,,,,,1.0,,,,
1028,KANSAS,Nonmetropolitan Counties,Haskell,14909.0,35.0,19.0,16.0,,,,,,,,,,2.0
1029,KANSAS,Nonmetropolitan Counties,Hodgeman,14909.0,5.0,2.0,3.0,,,,,,2.0,,,,6.0
1030,KANSAS,Nonmetropolitan Counties,Kearny,14909.0,25.0,13.0,12.0,,,,,,,,,,2.0
1031,KANSAS,Nonmetropolitan Counties,Kiowa,14909.0,44.0,25.0,19.0,,,,,,,,,,1.0
1032,KANSAS,Nonmetropolitan Counties,Labette,14909.0,21.0,11.0,10.0,,,,,,,,,,1.0
1033,KANSAS,Nonmetropolitan Counties,Lane,14909.0,82.0,79.0,3.0,,,,,,1.0,,,,2.0
1034,KANSAS,Nonmetropolitan Counties,Lyon,14909.0,12.0,6.0,6.0,,,,,,,,,,2.0
1035,KANSAS,Nonmetropolitan Counties,Marion,14909.0,18.0,10.0,8.0,,,,,,,,,,1.0
1036,KANSAS,Nonmetropolitan Counties,Marshall,14909.0,18.0,11.0,7.0,,,,,,,,,,2.0
1037,KANSAS,Nonmetropolitan Counties,McPherson,14909.0,29.0,15.0,14.0,,,,,,,,,,6.0
1038,KANSAS,Nonmetropolitan Counties,Mitchell,14909.0,82.0,44.0,38.0,,,,,,,,,,7.0
1039,KANSAS,Nonmetropolitan Counties,Montgomery,14909.0,4.0,2.0,2.0,,,,,,,,,,
1040,KANSAS,Nonmetropolitan Counties,Morris,14909.0,22.0,13.0,9.0,,,,,,,,,,2.0
1041,KANSAS,Nonmetropolitan Counties,Morton,14909.0,23.0,12.0,11.0,,,,,,,,,,3.0
1042,KANSAS,Nonmetropolitan Counties,Nemaha,14909.0,39.0,21.0,18.0,,,,,,1.0,,,,5.0
1043,KANSAS,Nonmetropolitan Counties,Neosho,14909.0,11.0,5.0,6.0,,,,,,,,,,
1044,KANSAS,Nonmetropolitan Counties,Ness,14909.0,1.0,1.0,,,,,,,,,,,
1045,KANSAS,Nonmetropolitan Counties,Norton,14909.0,20.0,11.0,9.0,,,,,,1.0,,,,1.0
1046,KANSAS,Nonmetropolitan Counties,Osborne,14909.0,30.0,16.0,14.0,,,,,,,,,,2.0
1047,KANSAS,Nonmetropolitan Counties,Pawnee,14909.0,27.0,15.0,12.0,,,,,,,,,,3.0
1048,KANSAS,Nonmetropolitan Counties,Phillips,14909.0,6.0,2.0,4.0,,,,,,,,,,2.0
1049,KANSAS,Nonmetropolitan Counties,Pratt,14909.0,,,,,,,,,,,,,
1050,KANSAS,Nonmetropolitan Counties,Rawlins,14909.0,9.0,5.0,4.0,,,,,,,,,,
1051,KANSAS,Nonmetropolitan Counties,Republic,14909.0,10.0,5.0,5.0,,,,,,,,,,
1052,KANSAS,Nonmetropolitan Counties,Rice,14909.0,10.0,5.0,5.0,,,,,,,,,,
1053,KANSAS,Nonmetropolitan Counties,Rooks,14909.0,5.0,2.0,3.0,,,,,,,,,,
1054,KANSAS,Nonmetropolitan Counties,Rush,14909.0,23.0,11.0,12.0,,,,,,,,,,2.0
1055,KANSAS,Nonmetropolitan Counties,Russell,14909.0,65.0,35.0,30.0,,,,,,1.0,,,,5.0
1056,KANSAS,Nonmetropolitan Counties,Saline,14909.0,14.0,6.0,8.0,,,,,,,,,,1.0
1057,KANSAS,Nonmetropolitan Counties,Scott,14909.0,61.0,32.0,29.0,,,,,,1.0,,,,6.0
1058,KANSAS,Nonmetropolitan Counties,Seward,14909.0,5.0,2.0,3.0,,,,,,1.0,,,,2.0
1059,KANSAS,Nonmetropolitan Counties,Sherman,14909.0,26.0,16.0,10.0,,,,,,,,,,4.0
1060,KANSAS,Nonmetropolitan Counties,Thomas,14909.0,14.0,7.0,7.0,,,,,,,,,,2.0
1061,KANSAS,Nonmetropolitan Counties,Trego,14909.0,6.0,3.0,3.0,,,,,,1.0,,,,
1062,KANSAS,Nonmetropolitan Counties,Washington,14909.0,7.0,4.0,3.0,,,,,,,,,,
1063,KANSAS,Nonmetropolitan Counties,Wichita,14909.0,2.0,1.0,1.0,,,,,,,,,,
1064,KANSAS,Nonmetropolitan Counties,Wilson,14909.0,12.0,6.0,6.0,,,,,,,,,,1.0
1065,KANSAS,Nonmetropolitan Counties,Woodson,14909.0,1139.0,671.0,468.0,,,,,,,,,,44.0
1066,KANSAS,State Police Agencies,Kansas Highway Patrol,14909.0,2.0,1.0,1.0,,,,,,,,,,
1067,KANSAS,Other Agencies,Kansas Alcoholic Beverage Control,14909.0,33.0,18.0,15.0,,,,,,,,,,12.0
1068,KANSAS,Other Agencies,Kansas Department of Wildlife and Parks,14909.0,21.0,13.0,8.0,,,,,,2.0,,,,
1069,KANSAS,Other Agencies,Shawnee Mission Public Schools,14909.0,,,,,,,,,,,,,
1070,KANSAS,Other Agencies,Unified School District:,14909.0,5.0,3.0,2.0,,,,,,,,,,
1071,KANSAS,Other Agencies,Auburn-Washburn,14909.0,19.0,9.0,10.0,,,,,,,,,,
1072,KANSAS,Other Agencies,Goddard,14909.0,6.0,3.0,3.0,,,,,,,,,,
1073,KANSAS,Other Agencies,Shawnee Heights,14909.0,124.0,64.0,60.0,,,,,,,,,,7.0
1074,KANSAS,Other Agencies - Tribal,Potawatomi Tribal,14909.0,70.0,43.0,27.0,,,,,,,,,,4.0
1075,KENTUCKY,Cities,Alexandria,8557.0,2.0,1.0,1.0,,,,,,,,,,
1076,KENTUCKY,Cities,Anchorage,2372.0,178.0,145.0,33.0,,,,,,4.0,6.0,6.0,,4.0
1077,KENTUCKY,Cities,Ashland,21707.0,9.0,6.0,3.0,,,,,,,,,,3.0
1078,KENTUCKY,Cities,Auburn,1340.0,6.0,4.0,2.0,,,,,,,,,,1.0
1079,KENTUCKY,Cities,Audubon Park,1490.0,2.0,1.0,1.0,,,,,,,,,,
1080,KENTUCKY,Cities,Augusta,1197.0,25.0,16.0,9.0,,,,,,,,,,2.0
1081,KENTUCKY,Cities,Barbourville,3178.0,55.0,38.0,17.0,,,,,,2.0,,,,4.0
1082,KENTUCKY,Cities,Bardstown,11869.0,,,,,,,,,,,,,
1083,KENTUCKY,Cities,Bardwell,717.0,7.0,4.0,3.0,,,,,,,,,,
1084,KENTUCKY,Cities,Beattyville,1299.0,55.0,40.0,15.0,,,,,,1.0,,,,1.0
1085,KENTUCKY,Cities,Beaver Dam,3454.0,124.0,78.0,46.0,,,,,,,,,,3.0
1086,KENTUCKY,Cities,Bellevue,6011.0,,,,,,,,,,,,,
1087,KENTUCKY,Cities,Benham,498.0,25.0,15.0,10.0,,,,,,,,,,2.0
1088,KENTUCKY,Cities,Benton,4341.0,181.0,137.0,44.0,1.0,,1.0,,,3.0,,,,12.0
1089,KENTUCKY,Cities,Berea,13798.0,,,,,,,,,,,,,
1090,KENTUCKY,Cities,Bloomfield,852.0,389.0,263.0,126.0,,,,,,13.0,2.0,2.0,,21.0
1091,KENTUCKY,Cities,Bowling Green,59043.0,11.0,8.0,3.0,,,,,,1.0,,,,1.0
1092,KENTUCKY,Cities,Brandenburg,2733.0,,,,,,,,,,,,,
1093,KENTUCKY,Cities,Brownsville,833.0,2.0,2.0,,,,,,,,,,,
1094,KENTUCKY,Cities,Burkesville,1520.0,10.0,7.0,3.0,,,,,,,,,,
1095,KENTUCKY,Cities,Burnside,620.0,42.0,25.0,17.0,,,,,,1.0,,,,2.0
1096,KENTUCKY,Cities,Cadiz,2557.0,51.0,33.0,18.0,,,,,,,,,,3.0
1097,KENTUCKY,Cities,Calvert City,2561.0,64.0,44.0,20.0,,,,,,,,,,6.0
1098,KENTUCKY,Cities,Campbellsville,9209.0,12.0,8.0,4.0,,,,,,,,,,
1099,KENTUCKY,Cities,Carlisle,1999.0,277.0,116.0,161.0,,,,,,2.0,1.0,1.0,,4.0
1100,KENTUCKY,Cities,Carrollton,4021.0,21.0,16.0,5.0,,,,,,,,,,1.0
1101,KENTUCKY,Cities,Catlettsburg,1859.0,7.0,5.0,2.0,,,,,,,,,,1.0
1102,KENTUCKY,Cities,Cave City,2252.0,,,,,,,,,,,,,
1103,KENTUCKY,Cities,Centertown,429.0,49.0,28.0,21.0,,,,,,1.0,,,,1.0
1104,KENTUCKY,Cities,Central City,5955.0,,,,,,,,,,,,,
1105,KENTUCKY,Cities,Clarkson,883.0,8.0,6.0,2.0,,,,,,,,,,
1106,KENTUCKY,Cities,Clay City,1082.0,,,,,,,,,,,,,
1107,KENTUCKY,Cities,Clinton,1361.0,,,,,,,,,,,,,
1108,KENTUCKY,Cities,Cloverport,1168.0,2.0,1.0,1.0,,,,,,,,,,1.0
1109,KENTUCKY,Cities,Coal Run Village,1707.0,46.0,23.0,23.0,,,,,,,,,,1.0
1110,KENTUCKY,Cities,Cold Spring,5968.0,60.0,44.0,16.0,,,,,,,,,,
1111,KENTUCKY,Cities,Columbia,4468.0,169.0,131.0,38.0,,,,,,,,,,6.0
1112,KENTUCKY,Cities,Corbin,7351.0,8.0,5.0,3.0,,,,,,,,,,1.0
1113,KENTUCKY,Cities,Cumberland,2226.0,70.0,46.0,24.0,,,,,,1.0,,,,6.0
1114,KENTUCKY,Cities,Cynthiana,6396.0,101.0,76.0,25.0,,,,,,1.0,,,,7.0
1115,KENTUCKY,Cities,Danville,16314.0,9.0,8.0,1.0,,,,,,,,,,3.0
1116,KENTUCKY,Cities,Dawson Springs,2769.0,85.0,54.0,31.0,,,,,,,,,,1.0
1117,KENTUCKY,Cities,Dayton,5388.0,6.0,4.0,2.0,,,,,,,,,,
1118,KENTUCKY,Cities,Dry Ridge,2210.0,,,,,,,,,,,,,
1119,KENTUCKY,Cities,Earlington,1416.0,23.0,16.0,7.0,,,,,,,,,,2.0
1120,KENTUCKY,Cities,Eddyville,2559.0,36.0,23.0,13.0,,,,,,,,,,3.0
1121,KENTUCKY,Cities,Edgewood,8633.0,2.0,1.0,1.0,,,,,,,,,,
